amount,transaction_type,merchant_category,location,card_type,hour,previous_transactions,is_foreign_transaction,fraud
22890,Online,Food,Same City,Credit,16,21,No,0
47699,POS,Electronics,Different City,Credit,1,7,No,1
116791,Online,Gaming,International,Credit,11,25,Yes,1
133137,Online,Electronics,Same City,Debit,13,2,No,0
81233,ATM,Shopping,Different City,Debit,11,30,No,1
181539,ATM,Gaming,Same City,Debit,1,10,No,1
92538,POS,Food,Same City,Credit,2,3,No,1
117858,International,Electronics,Same City,Debit,10,14,Yes,1
37533,Online,Food,Different City,Debit,2,12,No,0
149518,International,Fuel,International,Credit,1,25,Yes,1
91491,POS,Jewellery,Same City,Debit,6,12,No,1
156105,ATM,Shopping,Different State,Credit,14,13,No,1
18541,Online,Travel,Different City,Credit,19,23,No,0
180155,International,Travel,Same City,Credit,3,23,Yes,1
150110,POS,Gaming,Different City,Debit,19,4,No,1
166142,International,Food,Same City,Credit,7,6,Yes,1
127436,POS,Fuel,Different City,Debit,4,16,No,1
168582,International,Travel,Different City,Credit,20,3,Yes,1
67786,ATM,Jewellery,Same City,Debit,1,22,No,1
149121,Online,Shopping,Same City,Credit,19,18,No,0
190940,POS,Food,Same City,Credit,20,21,No,1
81287,Online,Fuel,Same City,Credit,5,23,No,1
101183,POS,Jewellery,Same City,Credit,14,26,No,1
149009,Online,Food,International,Debit,7,10,Yes,1
135207,Online,Gaming,Same City,Debit,22,27,No,1
14305,POS,Gaming,Different State,Debit,11,16,No,0
118180,POS,Shopping,Different City,Credit,21,25,No,1
99299,POS,Food,Different State,Debit,21,1,No,1
181876,Online,Jewellery,Different City,Credit,21,26,No,1
101793,Online,Jewellery,Different City,Credit,21,0,No,1
785,POS,Travel,Same City,Credit,6,6,No,0
131447,Online,Shopping,Different State,Credit,18,19,No,1
145413,Online,Electronics,Different City,Credit,4,29,No,1
103014,Online,Shopping,Same City,Debit,22,10,No,0
74743,POS,Shopping,Different City,Credit,4,30,No,1
70312,POS,Shopping,Same City,Debit,1,18,No,1
93668,Online,Food,Same City,Debit,4,1,No,0
29865,POS,Shopping,Same City,Credit,11,18,No,0
123335,ATM,Shopping,Same City,Credit,7,29,No,1
24543,International,Shopping,Different City,Debit,0,26,Yes,0
7876,Online,Food,Different State,Credit,4,29,No,0
170259,Online,Electronics,Same City,Credit,9,13,No,0
92558,Online,Shopping,Same City,Credit,10,18,No,0
33148,International,Shopping,Same City,Credit,15,15,Yes,0
158884,ATM,Food,Different State,Credit,4,15,No,1
50349,POS,Gaming,Same City,Debit,1,0,No,1
182101,POS,Shopping,Different City,Debit,4,30,No,1
147636,Online,Jewellery,Same City,Credit,14,11,No,1
177449,Online,Shopping,Different State,Credit,20,30,No,1
6327,International,Shopping,Same City,Credit,1,1,Yes,0
54831,Online,Gaming,Same City,Credit,5,29,No,1
47894,POS,Travel,Same City,Credit,21,26,No,0
192695,POS,Fuel,Different City,Credit,12,25,No,1
38558,Online,Fuel,Same City,Credit,5,5,No,1
11142,ATM,Fuel,Same City,Credit,7,20,No,0
196340,Online,Travel,Same City,Credit,17,10,No,0
142044,POS,Food,Same City,Credit,4,1,No,1
39611,Online,Gaming,Different State,Debit,0,30,No,1
43985,Online,Gaming,Same City,Credit,13,22,No,0
132029,POS,Shopping,Different State,Credit,0,27,No,1
181663,ATM,Gaming,Different State,Debit,14,4,No,1
67489,International,Jewellery,Same City,Credit,14,17,Yes,1
65795,POS,Travel,Same City,Credit,0,25,No,1
158958,Online,Food,Same City,Debit,1,13,No,1
161271,POS,Gaming,International,Credit,9,4,Yes,1
16168,ATM,Shopping,Different State,Credit,12,21,No,0
185552,POS,Food,Same City,Credit,10,6,No,0
19638,POS,Jewellery,Same City,Credit,22,12,No,0
2872,ATM,Shopping,Different State,Debit,12,9,No,0
151416,ATM,Gaming,Same City,Credit,6,28,No,1
45765,ATM,Jewellery,Same City,Debit,7,11,No,0
70893,Online,Food,Same City,Credit,2,19,No,1
68700,POS,Travel,Same City,Debit,15,0,No,0
189874,POS,Travel,Different State,Credit,1,15,No,1
27221,POS,Shopping,Different State,Credit,7,7,No,0
143747,POS,Electronics,Different City,Credit,4,20,No,1
108177,Online,Shopping,International,Credit,18,29,Yes,0
177384,POS,Fuel,Same City,Debit,0,23,No,1
97676,Online,Food,Same City,Credit,21,24,No,1
60299,POS,Gaming,Same City,Credit,21,5,No,1
123482,Online,Gaming,Different City,Credit,14,21,No,1
174061,ATM,Food,Same City,Credit,10,19,No,0
118406,POS,Food,Different City,Credit,12,21,No,1
161457,ATM,Food,Different City,Credit,2,12,No,1
91646,ATM,Shopping,Same City,Debit,21,27,No,1
49292,Online,Jewellery,International,Debit,14,25,Yes,0
197125,Online,Gaming,Different State,Debit,12,17,No,1
177324,International,Electronics,Same City,Credit,10,15,Yes,1
120110,Online,Gaming,Different State,Credit,19,23,No,1
133567,Online,Food,Different City,Credit,6,30,No,1
88549,POS,Shopping,Different City,Debit,14,8,No,0
7127,POS,Gaming,Same City,Credit,11,24,No,0
38204,International,Electronics,Same City,Debit,2,22,Yes,1
183898,POS,Fuel,Different State,Debit,8,13,No,1
134233,POS,Gaming,Different City,Credit,5,2,No,1
151324,Online,Travel,Same City,Debit,14,23,No,1
170712,Online,Jewellery,Same City,Debit,1,28,No,1
172234,ATM,Food,Same City,Debit,15,21,No,1
2368,Online,Food,Same City,Credit,18,16,No,0
127048,International,Travel,Same City,Debit,2,27,Yes,1
74002,POS,Electronics,Different City,Credit,14,9,No,0
77350,Online,Shopping,Same City,Credit,23,17,No,0
178932,POS,Electronics,Same City,Credit,2,14,No,1
88167,POS,Fuel,Same City,Credit,5,13,No,1
112260,POS,Travel,Different City,Credit,17,16,No,0
123474,Online,Food,Same City,Debit,9,30,No,1
72880,Online,Fuel,International,Credit,18,22,Yes,1
109138,International,Fuel,Different City,Debit,13,5,Yes,1
87360,POS,Shopping,Different City,Credit,12,28,No,1
158123,Online,Shopping,Same City,Debit,9,25,No,1
158446,Online,Electronics,Different City,Credit,2,11,No,1
105498,Online,Shopping,International,Debit,1,30,Yes,1
122084,Online,Food,Different City,Credit,10,30,No,1
99391,Online,Electronics,Same City,Debit,7,7,No,0
115441,International,Shopping,Different State,Debit,15,2,Yes,1
166755,POS,Food,Same City,Debit,13,6,No,0
27661,Online,Shopping,Same City,Credit,17,27,No,0
128097,POS,Electronics,Different State,Credit,10,22,No,1
90989,POS,Travel,Same City,Credit,11,13,No,0
77813,Online,Jewellery,Same City,Debit,21,16,No,1
36671,Online,Shopping,Different City,Debit,12,13,No,0
82963,ATM,Gaming,Same City,Debit,19,16,No,1
46133,POS,Fuel,International,Debit,9,14,Yes,0
86171,Online,Shopping,Different City,Debit,5,26,No,1
145717,ATM,Travel,Different State,Debit,5,6,No,1
4496,Online,Food,Same City,Credit,9,4,No,0
196438,POS,Food,Same City,Credit,21,24,No,1
123621,Online,Travel,Same City,Credit,7,4,No,1
126746,Online,Shopping,Same City,Debit,23,0,No,0
174645,POS,Fuel,Same City,Debit,20,22,No,1
63727,Online,Food,Same City,Debit,14,15,No,0
9681,Online,Food,Same City,Credit,18,15,No,0
33084,ATM,Shopping,Different City,Debit,5,17,No,0
117583,International,Shopping,Different City,Debit,1,24,Yes,1
40048,Online,Food,Different State,Credit,23,25,No,0
58540,International,Electronics,Different State,Debit,20,1,Yes,1
27362,Online,Jewellery,Same City,Debit,11,25,No,0
167251,ATM,Food,Different State,Credit,16,12,No,1
90086,Online,Shopping,International,Credit,21,29,Yes,1
195692,POS,Travel,Same City,Credit,5,19,No,1
180922,Online,Travel,Same City,Credit,22,14,No,1
172914,ATM,Fuel,Same City,Debit,10,18,No,0
177699,ATM,Jewellery,Same City,Credit,13,0,No,1
155981,Online,Shopping,Same City,Debit,7,27,No,1
151074,POS,Electronics,Same City,Debit,15,2,No,0
98645,Online,Shopping,Same City,Credit,1,10,No,1
143784,ATM,Shopping,Same City,Credit,3,11,No,1
54286,POS,Fuel,Same City,Credit,0,4,No,1
118025,POS,Travel,Same City,Debit,12,11,No,0
173128,POS,Travel,Different State,Debit,9,11,No,1
89393,POS,Gaming,Same City,Credit,10,10,No,1
63012,POS,Food,Different City,Debit,14,3,No,0
95664,ATM,Jewellery,Same City,Credit,7,19,No,1
42161,POS,Shopping,Different State,Debit,4,25,No,1
118885,ATM,Electronics,Different City,Credit,2,12,No,1
25339,ATM,Gaming,Different City,Credit,11,15,No,0
77655,Online,Shopping,Same City,Debit,21,4,No,0
101213,ATM,Fuel,Same City,Credit,23,24,No,1
78791,International,Shopping,Different City,Debit,7,5,Yes,1
24102,ATM,Electronics,Same City,Debit,0,23,No,0
152864,Online,Electronics,Same City,Debit,0,18,No,1
46244,ATM,Shopping,Different City,Credit,22,26,No,0
92789,POS,Food,Different City,Debit,9,29,No,1
159426,International,Shopping,Different State,Debit,4,10,Yes,1
2239,Online,Fuel,Same City,Debit,3,6,No,0
194352,International,Jewellery,Same City,Credit,11,15,Yes,1
56287,POS,Electronics,Same City,Credit,14,13,No,0
22954,Online,Shopping,Different State,Credit,3,4,No,1
43464,POS,Fuel,Different City,Credit,7,1,No,0
155305,ATM,Travel,Same City,Credit,19,1,No,0
169110,POS,Shopping,Same City,Credit,11,5,No,0
150119,Online,Gaming,Different City,Credit,2,21,No,1
84230,Online,Travel,Different State,Credit,14,30,No,1
199427,Online,Fuel,Same City,Credit,9,29,No,1
182492,International,Fuel,Same City,Debit,6,22,Yes,1
147735,Online,Shopping,Same City,Debit,9,1,No,0
8009,Online,Electronics,Different State,Credit,7,8,No,0
69174,POS,Food,International,Credit,16,15,Yes,1
90524,Online,Electronics,Same City,Debit,4,11,No,1
171284,POS,Shopping,Different State,Debit,6,3,No,1
51439,POS,Jewellery,Same City,Credit,20,27,No,0
14483,Online,Fuel,Different City,Debit,0,30,No,0
150395,POS,Fuel,Same City,Credit,14,0,No,1
155763,POS,Food,Different City,Debit,12,12,No,0
64473,ATM,Shopping,Different City,Credit,14,1,No,1
28436,POS,Food,Different State,Debit,18,15,No,0
17323,Online,Shopping,Same City,Credit,6,9,No,0
8127,ATM,Food,Different State,Debit,9,9,No,0
142106,POS,Travel,Different City,Debit,7,14,No,0
192044,Online,Gaming,Same City,Credit,10,29,No,1
181622,Online,Food,International,Debit,11,10,Yes,1
29609,Online,Electronics,Different State,Debit,0,30,No,0
81578,POS,Shopping,Different City,Credit,17,17,No,0
143703,POS,Shopping,Different State,Debit,6,4,No,1
139531,Online,Food,Same City,Credit,11,16,No,0
110486,ATM,Food,Same City,Credit,22,8,No,0
60625,POS,Shopping,Same City,Credit,14,10,No,0
44312,POS,Travel,Same City,Credit,16,9,No,1
27215,Online,Electronics,Same City,Credit,14,5,No,0
185365,Online,Shopping,Same City,Credit,13,17,No,0
26832,Online,Fuel,Different State,Debit,2,2,No,0
43717,Online,Electronics,Different State,Credit,22,20,No,0
92016,International,Shopping,Same City,Debit,12,16,Yes,1
60779,POS,Shopping,Same City,Credit,9,28,No,1
71584,POS,Food,International,Debit,11,21,Yes,1
111246,Online,Shopping,Same City,Credit,19,30,No,1
36188,Online,Electronics,International,Debit,12,25,Yes,0
70107,POS,Electronics,Different City,Debit,14,23,No,1
54536,Online,Travel,Same City,Debit,1,30,No,1
178143,POS,Shopping,Different State,Credit,0,24,No,1
150462,Online,Electronics,Different State,Credit,3,2,No,1
181811,ATM,Fuel,Different City,Debit,7,8,No,0
164822,Online,Food,Different State,Debit,14,1,No,0
110193,Online,Travel,Different City,Debit,18,10,No,0
32635,Online,Shopping,International,Credit,19,23,Yes,0
151115,Online,Shopping,Same City,Debit,22,15,No,0
183119,International,Fuel,Same City,Credit,16,0,Yes,1
29524,Online,Jewellery,Different State,Debit,22,27,No,0
117233,Online,Food,Different City,Debit,22,24,No,1
48367,Online,Electronics,Different State,Debit,17,7,No,0
110872,Online,Electronics,Different City,Debit,21,30,No,1
12206,Online,Food,Same City,Debit,3,4,No,0
163405,Online,Gaming,Same City,Debit,23,23,No,1
71031,ATM,Electronics,International,Credit,9,2,Yes,1
75707,Online,Electronics,Different City,Debit,7,10,No,0
39356,ATM,Fuel,Different State,Credit,6,15,No,0
140314,ATM,Electronics,Different State,Debit,18,17,No,1
54657,Online,Shopping,Different State,Credit,20,14,No,0
123924,Online,Shopping,Same City,Credit,23,23,No,1
137643,ATM,Jewellery,International,Debit,16,25,Yes,1
19232,International,Jewellery,Same City,Credit,3,13,Yes,0
78925,International,Food,Same City,Debit,3,18,Yes,1
63307,Online,Gaming,Same City,Credit,23,24,No,1
128412,Online,Electronics,Different City,Credit,17,27,No,1
88306,International,Shopping,Same City,Debit,15,9,Yes,1
190943,POS,Shopping,Same City,Credit,3,20,No,1
63604,Online,Jewellery,Same City,Debit,23,24,No,1
8172,POS,Shopping,Same City,Credit,18,1,No,0
174647,Online,Electronics,Same City,Credit,23,26,No,1
56462,ATM,Gaming,Same City,Credit,9,12,No,1
175379,POS,Jewellery,Different City,Credit,0,6,No,1
195403,POS,Fuel,Different City,Debit,0,14,No,0
64578,POS,Electronics,Same City,Credit,23,13,No,0
184924,ATM,Electronics,International,Credit,1,15,Yes,1
197353,POS,Gaming,Different State,Credit,8,16,No,1
40614,POS,Electronics,Same City,Credit,14,27,No,0
179436,Online,Food,Same City,Credit,9,21,No,1
89311,Online,Food,Same City,Credit,21,8,No,0
156883,POS,Travel,Same City,Credit,15,15,No,0
1015,ATM,Fuel,Same City,Credit,4,24,No,0
48833,Online,Shopping,Different City,Debit,1,6,No,1
194923,Online,Jewellery,Same City,Credit,11,30,No,1
63413,Online,Fuel,Different City,Debit,14,24,No,1
67709,ATM,Shopping,Same City,Credit,13,16,No,0
169784,Online,Travel,Different City,Credit,4,10,No,1
52556,POS,Gaming,Different City,Credit,23,25,No,0
55134,Online,Jewellery,Same City,Debit,6,4,No,1
60536,Online,Food,Same City,Debit,22,12,No,0
136319,Online,Shopping,Different State,Debit,7,15,No,1
48921,Online,Gaming,Same City,Credit,7,22,No,0
192343,POS,Fuel,Same City,Debit,9,4,No,0
65893,International,Shopping,Different City,Credit,6,6,Yes,1
199765,Online,Shopping,Different City,Debit,16,6,No,0
96342,Online,Electronics,Same City,Credit,15,28,No,1
3413,Online,Shopping,Same City,Credit,22,20,No,0
197426,International,Electronics,Same City,Credit,21,12,Yes,1
171161,POS,Food,Different State,Credit,9,23,No,1
37869,Online,Travel,Different City,Debit,14,19,No,0
114152,Online,Food,Different City,Debit,14,6,No,0
158050,Online,Travel,Different City,Credit,4,16,No,1
56037,POS,Gaming,Same City,Credit,19,14,No,1
177555,POS,Fuel,Different City,Credit,11,0,No,0
24899,POS,Food,Different City,Debit,11,25,No,0
21254,POS,Electronics,Same City,Credit,13,13,No,0
193153,POS,Food,Different City,Credit,20,14,No,0
78130,POS,Travel,Different State,Debit,18,21,No,1
64748,Online,Gaming,Different City,Credit,23,0,No,1
87904,Online,Shopping,Same City,Credit,3,10,No,1
199164,Online,Fuel,Same City,Credit,21,13,No,0
158360,Online,Food,Different City,Credit,17,18,No,0
195161,Online,Food,Different State,Debit,6,2,No,1
134723,POS,Shopping,Same City,Debit,0,21,No,1
122715,International,Food,Same City,Debit,5,11,Yes,1
172279,ATM,Shopping,Different City,Credit,23,6,No,0
132480,POS,Travel,Different City,Credit,21,12,No,1
25275,POS,Shopping,Same City,Credit,13,12,No,0
190746,Online,Food,International,Debit,13,9,Yes,1
198137,Online,Electronics,Different State,Debit,6,21,No,1
93791,POS,Gaming,Same City,Credit,13,25,No,1
161675,POS,Gaming,Same City,Debit,9,29,No,1
185503,POS,Food,International,Credit,9,11,Yes,1
64829,POS,Food,International,Debit,8,29,Yes,1
56043,POS,Jewellery,Same City,Debit,1,23,No,1
186625,Online,Travel,Different City,Debit,12,13,No,0
23136,POS,Food,Different State,Credit,14,14,No,0
138686,International,Travel,Same City,Credit,7,26,Yes,1
11476,POS,Food,Same City,Credit,1,12,No,0
84869,Online,Shopping,Same City,Credit,18,26,No,1
73610,Online,Gaming,Different City,Credit,7,9,No,1
60968,Online,Travel,Different City,Credit,3,5,No,1
179938,Online,Shopping,Same City,Credit,0,16,No,1
55039,Online,Food,Different City,Credit,0,28,No,1
15461,Online,Food,Same City,Credit,23,29,No,0
172347,POS,Shopping,Same City,Credit,10,1,No,0
62422,POS,Fuel,Same City,Credit,11,17,No,0
186264,POS,Jewellery,Same City,Credit,20,1,No,0
79450,Online,Travel,Same City,Credit,4,27,No,1
187440,POS,Food,Same City,Credit,10,10,No,0
6892,Online,Food,Different State,Credit,16,0,No,0
8270,Online,Fuel,Different State,Debit,3,30,No,0
98346,POS,Food,Different State,Debit,19,9,No,1
151723,Online,Fuel,Different City,Debit,1,28,No,1
31770,POS,Electronics,Different City,Credit,18,13,No,0
21460,POS,Electronics,Same City,Credit,17,0,No,0
160091,International,Gaming,Same City,Credit,17,29,Yes,1
95950,Online,Fuel,Different City,Debit,2,4,No,1
57772,Online,Shopping,Different City,Credit,11,5,No,0
11133,POS,Jewellery,Different State,Credit,21,1,No,0
55988,POS,Electronics,International,Credit,11,16,Yes,1
101118,Online,Food,Same City,Credit,3,2,No,1
47630,International,Electronics,Different City,Debit,20,7,Yes,1
101898,POS,Fuel,International,Credit,15,21,Yes,1
28979,Online,Food,Different State,Credit,2,28,No,0
191429,Online,Gaming,Different City,Credit,21,19,No,1
58204,Online,Shopping,Same City,Debit,16,24,No,0
189012,International,Shopping,Different State,Credit,9,26,Yes,1
157395,Online,Gaming,Same City,Debit,3,27,No,0
152845,POS,Gaming,Different City,Credit,17,1,No,1
94291,Online,Shopping,Same City,Debit,6,25,No,1
136117,Online,Electronics,Different State,Debit,17,24,No,0
66975,POS,Fuel,Different State,Debit,22,2,No,0
131057,International,Food,Different State,Credit,7,8,Yes,1
85475,Online,Travel,Same City,Debit,0,18,No,1
194139,Online,Fuel,Same City,Credit,4,22,No,1
68854,Online,Food,Different City,Debit,20,17,No,0
91427,POS,Shopping,Same City,Debit,8,2,No,0
174466,POS,Shopping,Different City,Credit,20,14,No,0
47060,Online,Shopping,Different City,Credit,14,12,No,0
158649,Online,Gaming,Same City,Credit,12,30,No,1
74992,POS,Travel,Different City,Credit,9,21,No,1
136087,Online,Fuel,Same City,Debit,21,12,No,0
117013,International,Shopping,Different City,Credit,23,17,Yes,1
2165,ATM,Food,Same City,Credit,12,28,No,0
165598,International,Electronics,Same City,Credit,12,11,Yes,1
130552,POS,Fuel,Same City,Credit,11,26,No,1
34738,Online,Electronics,Same City,Credit,5,30,No,0
39781,Online,Electronics,Different State,Credit,10,23,No,0
162446,Online,Food,Same City,Credit,11,30,No,1
89092,ATM,Shopping,Same City,Debit,7,10,No,0
23078,Online,Shopping,Same City,Debit,0,10,No,0
163592,Online,Gaming,Same City,Credit,22,22,No,1
158574,Online,Shopping,Different State,Credit,8,28,No,1
190295,Online,Fuel,Different State,Debit,2,8,No,1
141198,International,Travel,Same City,Debit,6,21,Yes,1
122148,ATM,Travel,Different City,Credit,9,1,No,0
25441,International,Food,Same City,Credit,6,15,Yes,0
148434,ATM,Fuel,Same City,Credit,20,0,No,0
178637,POS,Shopping,Same City,Debit,11,14,No,0
161725,ATM,Food,Same City,Credit,16,15,No,0
74087,ATM,Fuel,Different State,Credit,22,9,No,0
139871,Online,Electronics,International,Debit,4,10,Yes,1
196144,Online,Gaming,Same City,Credit,14,16,No,1
198602,Online,Shopping,Same City,Credit,10,11,No,0
193094,POS,Travel,Same City,Credit,8,14,No,0
114171,Online,Food,Same City,Credit,17,15,No,0
185375,POS,Travel,Same City,Debit,1,20,No,1
54522,Online,Fuel,Same City,Debit,17,11,No,0
27028,Online,Electronics,Same City,Credit,21,20,No,1
77572,POS,Jewellery,Same City,Debit,7,0,No,1
32024,Online,Food,Same City,Credit,4,18,No,0
156731,Online,Food,Different City,Credit,6,6,No,0
160618,ATM,Shopping,Same City,Debit,7,7,No,0
72616,ATM,Jewellery,Same City,Credit,19,14,No,0
6693,ATM,Electronics,Different State,Credit,9,9,No,0
130211,Online,Electronics,Different City,Debit,22,13,No,0
192425,POS,Travel,Different State,Credit,12,1,No,1
34397,Online,Gaming,Same City,Debit,6,14,No,0
57664,POS,Travel,Same City,Debit,6,6,No,0
43977,Online,Fuel,Same City,Credit,14,0,No,0
54295,POS,Jewellery,Different City,Debit,16,6,No,0
145740,POS,Travel,Different City,Credit,0,14,No,0
105662,Online,Fuel,International,Credit,0,0,Yes,1
117876,Online,Electronics,Same City,Debit,4,3,No,1
47544,ATM,Gaming,Same City,Credit,6,27,No,0
108978,ATM,Travel,Same City,Debit,14,4,No,0
185780,ATM,Gaming,Same City,Credit,9,23,No,1
168880,POS,Fuel,Different City,Debit,1,28,No,1
173149,International,Shopping,Same City,Credit,7,3,Yes,1
66258,POS,Food,International,Credit,23,8,Yes,1
147535,Online,Jewellery,Different City,Debit,13,11,No,1
68621,Online,Shopping,Same City,Credit,17,21,No,1
198580,POS,Food,Different City,Debit,12,8,No,0
138781,Online,Electronics,Different City,Credit,11,23,No,1
144930,ATM,Electronics,Different City,Credit,2,19,No,1
150520,ATM,Jewellery,Same City,Debit,6,29,No,1
88299,POS,Shopping,Same City,Credit,15,15,No,0
148986,Online,Electronics,Same City,Credit,9,2,No,0
156236,Online,Food,Different State,Debit,0,30,No,1
142816,ATM,Shopping,Different State,Debit,6,6,No,1
3504,POS,Travel,Same City,Credit,0,1,No,0
21595,Online,Shopping,Same City,Debit,9,9,No,0
52216,Online,Food,Different City,Debit,8,18,No,0
22914,Online,Electronics,International,Credit,12,24,Yes,0
65659,ATM,Electronics,Same City,Debit,21,19,No,0
23578,Online,Fuel,Same City,Debit,0,12,No,0
150123,Online,Gaming,Same City,Credit,1,18,No,1
31077,Online,Shopping,Same City,Credit,9,7,No,0
15077,Online,Electronics,Different City,Credit,5,28,No,0
95277,POS,Travel,Different City,Debit,11,11,No,0
116473,POS,Shopping,Different State,Credit,3,3,No,1
80907,POS,Shopping,International,Debit,6,20,Yes,1
191506,ATM,Food,Different State,Credit,16,10,No,1
144757,POS,Fuel,Different City,Credit,2,1,No,1
137396,Online,Gaming,Same City,Credit,12,30,No,1
155069,Online,Shopping,Different City,Credit,13,8,No,0
130171,Online,Food,Same City,Credit,15,21,No,1
92020,POS,Fuel,Different State,Debit,16,14,No,1
101614,Online,Food,Different City,Credit,14,23,No,1
92789,ATM,Fuel,Same City,Debit,8,27,No,1
9557,POS,Shopping,Same City,Credit,14,15,No,0
169826,Online,Electronics,Different City,Debit,19,12,No,0
59604,POS,Food,Different State,Credit,11,8,No,0
8629,ATM,Travel,Same City,Credit,6,6,No,0
97584,International,Gaming,Same City,Debit,7,13,Yes,1
79514,International,Travel,Different City,Credit,0,15,Yes,1
54896,Online,Fuel,Same City,Credit,23,28,No,0
46415,ATM,Electronics,Different State,Credit,1,25,No,1
37102,Online,Travel,Different State,Credit,18,13,No,0
76476,International,Travel,Different City,Credit,12,27,Yes,1
9889,Online,Fuel,International,Debit,6,26,Yes,0
162453,POS,Shopping,Different City,Debit,22,30,No,1
74464,ATM,Shopping,Different State,Credit,20,15,No,0
126699,ATM,Shopping,Different State,Credit,12,9,No,1
68878,POS,Travel,Different City,Credit,16,6,No,0
5795,Online,Food,Same City,Credit,20,11,No,0
124109,POS,Shopping,Same City,Debit,11,21,No,1
168220,POS,Food,Same City,Credit,23,12,No,0
123404,Online,Electronics,Same City,Credit,22,17,No,0
31491,International,Gaming,Same City,Debit,3,27,Yes,0
28880,Online,Travel,Same City,Credit,18,16,No,0
176305,Online,Electronics,Same City,Debit,15,13,No,0
116988,Online,Fuel,Same City,Debit,15,18,No,0
11862,POS,Electronics,Different State,Credit,0,26,No,0
10803,POS,Jewellery,Same City,Debit,21,20,No,0
139274,POS,Travel,Same City,Credit,8,16,No,0
92183,POS,Food,Different State,Debit,22,21,No,0
76398,ATM,Gaming,Same City,Credit,19,0,No,1
118506,POS,Fuel,Same City,Debit,12,25,No,1
64509,POS,Shopping,Same City,Credit,23,19,No,0
70087,International,Jewellery,Different State,Credit,21,18,Yes,1
194724,POS,Shopping,International,Debit,1,14,Yes,1
97550,Online,Fuel,Different State,Credit,19,19,No,1
32657,POS,Shopping,Different State,Debit,4,19,No,0
172694,POS,Food,Same City,Debit,5,29,No,1
104839,Online,Jewellery,International,Credit,19,20,Yes,1
92694,Online,Electronics,Same City,Credit,14,6,No,0
6851,Online,Fuel,Different City,Credit,2,17,No,0
85652,Online,Food,Same City,Debit,17,4,No,0
198821,International,Fuel,International,Credit,1,9,Yes,1
32722,ATM,Shopping,Same City,Debit,11,9,No,0
185912,Online,Fuel,Same City,Debit,15,19,No,0
53727,POS,Travel,Different City,Credit,22,10,No,0
85930,Online,Fuel,Same City,Credit,5,15,No,1
177962,Online,Travel,Same City,Debit,4,18,No,1
25912,POS,Shopping,Same City,Debit,21,13,No,0
137974,POS,Shopping,Different State,Credit,7,1,No,1
32588,POS,Electronics,Different State,Debit,9,8,No,0
118977,Online,Electronics,Same City,Debit,9,16,No,0
153507,POS,Fuel,Different State,Debit,16,18,No,1
67027,Online,Electronics,Same City,Debit,0,14,No,1
108358,POS,Food,Different State,Debit,6,11,No,1
133348,POS,Fuel,Same City,Debit,21,4,No,0
86538,Online,Electronics,Same City,Credit,15,8,No,0
47264,Online,Fuel,Same City,Credit,14,4,No,0
193211,POS,Fuel,Same City,Credit,1,0,No,1
186404,Online,Food,Same City,Debit,17,26,No,1
180452,POS,Travel,Same City,Debit,3,13,No,1
51867,POS,Food,Same City,Debit,3,4,No,1
153748,Online,Fuel,International,Debit,13,14,Yes,1
192575,ATM,Food,Same City,Credit,4,15,No,1
126630,Online,Shopping,Same City,Credit,11,30,No,1
164625,Online,Shopping,Different State,Debit,1,1,No,1
95661,Online,Shopping,Same City,Credit,10,28,No,1
114169,ATM,Jewellery,Same City,Credit,21,6,No,1
172597,POS,Jewellery,Different City,Credit,1,17,No,1
160731,Online,Shopping,International,Debit,2,0,Yes,1
199101,POS,Food,Same City,Credit,10,21,No,1
84263,ATM,Shopping,Different City,Credit,7,7,No,0
100688,ATM,Electronics,Different City,Debit,2,21,No,1
9549,POS,Jewellery,Different State,Debit,17,11,No,0
6507,International,Shopping,Same City,Debit,6,19,Yes,0
28418,Online,Shopping,Same City,Credit,1,1,No,0
49870,POS,Electronics,Different City,Debit,13,7,No,0
11258,Online,Shopping,Different City,Credit,17,20,No,0
44549,International,Jewellery,Same City,Credit,6,16,Yes,0
118010,POS,Electronics,Same City,Credit,12,7,No,0
71657,ATM,Fuel,Different City,Credit,9,16,No,0
48752,Online,Electronics,Same City,Credit,8,4,No,0
108372,Online,Fuel,Same City,Debit,6,24,No,1
43734,ATM,Gaming,Same City,Credit,19,25,No,0
135964,Online,Electronics,Same City,Debit,9,8,No,0
44340,Online,Travel,Different City,Credit,8,12,No,0
57044,International,Travel,Different City,Credit,10,10,Yes,1
105842,Online,Shopping,Different City,Credit,4,20,No,1
153018,ATM,Fuel,International,Debit,8,24,Yes,1
101969,Online,Gaming,Different State,Credit,3,21,No,1
47826,ATM,Gaming,Different State,Credit,20,20,No,0
169340,Online,Food,Same City,Credit,1,7,No,1
60498,POS,Travel,Same City,Debit,21,22,No,1
135020,Online,Fuel,Different City,Debit,10,15,No,0
13589,International,Electronics,Same City,Credit,10,21,Yes,0
173794,Online,Fuel,Different State,Debit,14,16,No,1
177571,Online,Fuel,Same City,Debit,4,29,No,1
196343,POS,Food,Different City,Debit,8,6,No,0
58870,Online,Shopping,Same City,Credit,13,11,No,0
65979,ATM,Shopping,Same City,Credit,21,16,No,0
65651,POS,Shopping,Same City,Credit,10,2,No,0
24397,POS,Travel,Different City,Debit,10,13,No,0
26650,Online,Food,Different State,Credit,17,2,No,0
49261,International,Fuel,Different City,Credit,15,28,Yes,1
